scheduler_mode,repetition,run_type,query,job_id,stage_id,task_id,launch_time,finish_time,duration_ms,cpu_time_ms,gc_time_ms,input_bytes,shuffle_read_bytes,shuffle_write_bytes
FAIR,0,baseline,Q3,8,14,23,1788178294656,1788178295143,487,263.89,0,0,2887662,0
FAIR,0,baseline,Q3,8,14,24,1788178294657,1788178295151,494,205.61,0,0,2898701,0
FAIR,0,baseline,Q3,8,14,36,1788178295025,1788178295157,132,85.45,0,0,1923841,0
FAIR,0,baseline,Q3,8,14,30,1788178294658,1788178295160,502,164.13,0,0,2909695,0
FAIR,0,baseline,Q3,9,15,43,1788178296979,1788178297226,247,209.38,0,3298702,0,79
FAIR,0,baseline,Q3,9,15,37,1788178296974,1788178297462,488,361.70,0,13196314,0,79
FAIR,0,baseline,Q3,9,15,39,1788178296976,1788178297463,487,359.56,0,13196906,0,79
FAIR,0,baseline,Q3,9,15,40,1788178296977,1788178297471,494,354.12,0,13197882,0,79
FAIR,0,baseline,Q3,9,15,42,1788178296978,1788178297472,494,364.34,0,13196956,0,79
FAIR,0,baseline,Q3,9,15,41,1788178296978,1788178297472,494,360.87,0,13196308,0,79
FAIR,0,baseline,Q3,9,15,38,1788178296976,1788178297475,499,364.98,0,13195474,0,79
FAIR,0,baseline,Q6,10,17,44,1788178297512,1788178297521,9,3.82,0,0,553,0
FAIR,0,baseline,Q6,11,18,45,1788178299225,1788178299923,698,616.06,16,3317556,0,14534997
FAIR,0,baseline,Q6,12,19,52,1788178299256,1788178299523,267,200.10,16,3825626,0,26922
FAIR,0,baseline,Q6,12,19,49,1788178299255,1788178299789,534,400.33,16,15305646,0,57595
FAIR,0,baseline,Q6,12,19,51,1788178299255,1788178299801,546,403.45,16,15304688,0,59166
FAIR,0,baseline,Q6,12,19,48,1788178299254,1788178299805,551,417.60,16,15304618,0,58647
FAIR,0,baseline,Q6,12,19,46,1788178299252,1788178299814,562,418.39,16,15304022,0,59807
FAIR,0,baseline,Q6,12,19,50,1788178299255,1788178299820,565,414.06,16,15304056,0,58481
FAIR,0,baseline,Q6,12,19,47,1788178299254,1788178299827,573,435.03,16,15303234,0,58962
FAIR,0,baseline,Q12,13,21,53,1788178299858,1788178299879,21,17.66,0,0,379580,0
FAIR,0,baseline,Q12,14,23,67,1788178300004,1788178300209,205,144.54,0,0,1015509,154
FAIR,0,baseline,Q12,14,23,64,1788178300003,1788178300212,209,144.48,0,0,1021753,154
FAIR,0,baseline,Q12,14,23,65,1788178300003,1788178300221,218,149.35,0,0,1020274,154
FAIR,0,baseline,Q12,14,23,62,1788178300003,1788178300222,219,154.49,0,0,1018284,154
FAIR,0,baseline,Q12,14,23,58,1788178300002,1788178300231,229,154.05,0,0,1015054,154
FAIR,0,baseline,Q12,14,23,57,1788178300002,1788178300234,232,138.95,0,0,1090847,154
FAIR,0,baseline,Q12,14,23,54,1788178300001,1788178300234,233,153.43,0,0,1092283,154
FAIR,0,baseline,Q12,14,23,61,1788178300003,1788178300236,233,123.39,0,0,1016185,154
FAIR,0,baseline,Q12,14,23,56,1788178300001,1788178300243,242,147.34,0,0,1087458,154
FAIR,0,baseline,Q12,14,23,63,1788178300003,1788178300245,242,118.63,0,0,1015101,154
FAIR,0,baseline,Q12,14,23,66,1788178300003,1788178300246,243,121.51,0,0,1015360,154
FAIR,0,baseline,Q12,14,23,59,1788178300002,1788178300247,245,127.38,0,0,1014559,154
FAIR,0,baseline,Q12,14,23,60,1788178300002,1788178300250,248,105.45,0,0,1021566,154
FAIR,0,baseline,Q12,14,23,55,1788178300001,1788178300257,256,108.39,0,0,1090764,154
FAIR,0,baseline,Q12,15,26,68,1788178300311,1788178300324,13,7.81,0,0,2156,0
FAIR,0,baseline,Q12,16,29,69,1788178300334,1788178300344,10,5.64,0,0,2156,154
FAIR,0,baseline,Q12,17,33,70,1788178300379,1788178300389,10,4.62,0,0,154,0
FAIR,0,baseline,Q12,18,34,71,1788178302305,1788178302399,94,53.53,0,1244534,0,0
FAIR,0,baseline,Q14,19,35,78,1788178302526,1788178302723,197,159.05,0,3269202,0,101
FAIR,0,baseline,Q14,19,35,75,1788178302525,1788178302993,468,326.50,0,13079810,0,99
FAIR,0,baseline,Q14,19,35,72,1788178302524,1788178302993,469,327.07,0,13078278,0,99
FAIR,0,baseline,Q14,19,35,73,1788178302524,1788178302993,469,336.93,0,13077410,0,99
FAIR,0,baseline,Q14,19,35,74,1788178302525,1788178302994,469,322.67,0,13078846,0,99
FAIR,0,baseline,Q14,19,35,77,1788178302525,1788178302996,471,328.45,0,13078900,0,99
FAIR,0,baseline,Q14,19,35,76,1788178302525,1788178303012,487,320.76,0,13078244,0,99
FAIR,0,baseline,Q14,20,37,79,1788178303056,1788178303064,8,4.29,0,0,695,0
FAIR,0,baseline,Q14,21,38,80,1788178304795,1788178305074,279,97.86,40,784744,0,0
FAIR,0,baseline,Q14,22,39,81,1788178304799,1788178306550,1751,964.16,127,14589748,0,30886715
FAIR,0,baseline,Q14,23,40,88,1788178304834,1788178305622,788,518.79,78,1669066,0,2548115
FAIR,0,baseline,Q14,23,40,87,1788178304833,1788178306989,2156,1257.55,161,6678296,0,8202194
FAIR,0,baseline,Q14,23,40,82,1788178304829,1788178307027,2198,1287.22,161,6677674,0,8204481
FAIR,0,baseline,Q14,23,40,85,1788178304832,1788178307053,2221,1285.51,168,6679174,0,8197511
FAIR,0,baseline,Q14,23,40,86,1788178304833,1788178307059,2226,1249.75,168,6677620,0,8197158
FAIR,0,baseline,Q14,23,40,84,1788178304832,1788178307109,2277,1204.06,168,6678222,0,8201066
FAIR,0,baseline,Q14,23,40,83,1788178304831,1788178307118,2287,1209.59,168,6676794,0,8204443
FAIR,0,baseline,Q14,24,41,95,1788178304848,1788178305281,433,208.37,59,1669066,0,2238587
FAIR,0,baseline,Q14,24,41,93,1788178304847,1788178306274,1427,637.58,119,6677620,0,8872119
FAIR,0,baseline,Q14,24,41,89,1788178304845,1788178306366,1521,653.49,119,6677674,0,8874676
FAIR,0,baseline,Q14,24,41,90,1788178304846,1788178306374,1528,640.54,119,6676794,0,8874749
FAIR,0,baseline,Q14,24,41,92,1788178304846,1788178306409,1563,626.34,119,6679174,0,8873847
FAIR,0,baseline,Q14,24,41,94,1788178304847,1788178306441,1594,631.99,119,6678296,0,8872181
FAIR,0,baseline,Q14,24,41,91,1788178304846,1788178306483,1637,619.44,119,6678222,0,8873447
FAIR,0,baseline,Q18,25,45,105,1788178307290,1788178308303,1013,660.01,29,0,11396280,0
FAIR,0,baseline,Q18,25,45,112,1788178308300,1788178309151,851,620.33,56,0,7589199,0
FAIR,0,baseline,Q18,25,45,100,1788178307289,1788178309168,1879,1339.11,85,0,11393041,0
FAIR,0,baseline,Q18,25,45,106,1788178307290,1788178309174,1884,1306.09,85,0,11410383,0
FAIR,0,baseline,Q18,25,45,110,1788178307291,1788178309175,1884,1377.54,85,0,11412119,0
FAIR,0,baseline,Q18,25,45,103,1788178307290,1788178309188,1898,1348.53,85,0,11425234,0
FAIR,0,baseline,Q18,25,45,102,1788178307290,1788178309189,1899,1283.32,85,0,11338468,0
FAIR,0,baseline,Q18,25,45,107,1788178307290,1788178309192,1902,1273.91,85,0,11356291,0
FAIR,0,baseline,Q18,25,45,98,1788178307289,1788178309194,1905,1390.18,85,0,11328172,0
FAIR,0,baseline,Q18,25,45,109,1788178307291,1788178309195,1904,1291.42,85,0,11431888,0
FAIR,0,baseline,Q18,25,45,108,1788178307290,1788178309199,1909,1296.20,85,0,11430722,0
FAIR,0,baseline,Q18,25,45,104,1788178307290,1788178309205,1915,1346.75,85,0,11413836,0
FAIR,0,baseline,Q18,25,45,111,1788178307291,1788178309206,1915,1383.53,85,0,11354353,0
FAIR,0,baseline,Q18,25,45,101,1788178307289,1788178309208,1919,1320.21,85,0,11347331,0
FAIR,0,baseline,Q18,25,45,97,1788178307289,1788178309209,1920,1300.34,85,0,11440429,0
FAIR,0,baseline,Q18,25,45,99,1788178307289,1788178309219,1930,1366.48,85,0,11397674,0
FAIR,0,baseline,Q18,25,45,96,1788178307287,1788178309223,1936,1379.94,85,0,11410837,0
FAIR,0,concurrent,compaction,26,46,113,1788178343600,1788178367183,23583,19369.57,573,175454639,0,0
FAIR,0,concurrent,Q1,27,47,120,1788178345938,1788178346683,745,624.30,84,2744914,0,845
FAIR,0,concurrent,Q1,27,47,119,1788178345938,1788178348892,2954,2606.68,214,10981748,0,840
FAIR,0,concurrent,Q1,27,47,117,1788178345937,1788178348917,2980,2618.19,214,10982658,0,844
FAIR,0,concurrent,Q1,27,47,116,1788178345937,1788178348934,2997,2638.03,218,10981694,0,840
FAIR,0,concurrent,Q1,27,47,118,1788178345937,1788178348948,3011,2643.20,218,10981092,0,819
FAIR,0,concurrent,Q1,27,47,115,1788178345936,1788178348995,3059,2686.51,218,10980258,0,840
FAIR,0,concurrent,Q1,27,47,114,1788178345936,1788178349005,3069,2731.79,218,10981126,0,841
FAIR,0,concurrent,Q1,28,49,121,1788178349069,1788178349083,14,7.61,0,0,5869,0
FAIR,0,concurrent,Q1,29,51,122,1788178349092,1788178349104,12,6.58,0,0,5869,844
FAIR,0,concurrent,Q1,30,54,123,1788178349132,1788178349139,7,2.92,0,0,844,0
FAIR,0,concurrent,Q3,31,55,130,1788178351593,1788178351850,257,218.44,0,3269202,0,1965203
FAIR,0,concurrent,Q3,31,55,127,1788178351592,1788178352302,710,520.46,51,13079810,0,7735803
FAIR,0,concurrent,Q3,31,55,129,1788178351593,1788178352337,744,541.45,51,13078900,0,7743364
FAIR,0,concurrent,Q3,31,55,126,1788178351592,1788178352342,750,539.86,51,13078846,0,7738331
FAIR,0,concurrent,Q3,31,55,125,1788178351591,1788178352357,766,536.37,51,13077410,0,7743802
FAIR,0,concurrent,Q3,31,55,124,1788178351591,1788178352357,766,539.55,51,13078278,0,7750473
FAIR,0,concurrent,Q3,31,55,128,1788178351593,1788178352369,776,542.09,51,13078244,0,7738877
FAIR,0,concurrent,Q3,32,56,131,1788178351595,1788178351677,82,51.31,0,1484824,0,0
FAIR,0,concurrent,Q3,33,57,132,1788178351746,1788178352239,493,372.67,51,11640628,0,1604055
FAIR,0,concurrent,Q3,34,59,133,1788178352311,1788178352372,61,41.37,0,0,1604055,0
FAIR,0,concurrent,Q3,35,61,134,1788178352490,1788178352561,71,59.91,0,0,2898550,0
FAIR,0,concurrent,Q3,35,61,139,1788178352491,1788178352566,75,64.34,0,0,2895639,0
FAIR,0,concurrent,Q3,35,61,147,1788178352492,1788178352568,76,66.10,0,0,2941007,0
FAIR,0,concurrent,Q3,35,61,140,1788178352491,1788178352576,85,67.20,0,0,2886189,0
FAIR,0,concurrent,Q3,35,61,148,1788178352492,1788178352580,88,64.28,0,0,2925625,0
FAIR,0,concurrent,Q3,35,61,137,1788178352490,1788178352581,91,64.08,0,0,2887662,0
FAIR,0,concurrent,Q3,35,61,141,1788178352491,1788178352583,92,71.42,0,0,2910947,0
FAIR,0,concurrent,Q3,35,61,143,1788178352491,1788178352584,93,64.42,0,0,2895551,0
FAIR,0,concurrent,Q3,35,61,135,1788178352490,1788178352599,109,66.85,0,0,2919240,0
FAIR,0,concurrent,Q3,35,61,146,1788178352491,1788178352599,108,64.77,0,0,2929089,0
FAIR,0,concurrent,Q3,35,61,144,1788178352491,1788178352613,122,63.11,0,0,2909695,0
FAIR,0,concurrent,Q3,35,61,142,1788178352491,1788178352613,122,60.30,0,0,2908811,0
FAIR,0,concurrent,Q3,35,61,138,1788178352490,1788178352614,124,62.70,0,0,2898701,0
FAIR,0,concurrent,Q3,35,61,136,1788178352490,1788178352617,127,62.43,0,0,2899714,0
FAIR,0,concurrent,Q3,35,61,145,1788178352491,1788178352621,130,63.39,0,0,2888143,0
FAIR,0,concurrent,Q3,35,61,150,1788178352564,1788178352621,57,42.22,0,0,1923841,0
FAIR,0,concurrent,Q3,35,61,149,1788178352558,1788178352630,72,56.02,0,0,2897449,0
FAIR,0,concurrent,Q3,36,62,157,1788178354712,1788178354847,135,65.76,12,3298702,0,79
FAIR,0,concurrent,Q3,36,62,151,1788178354710,1788178355076,366,214.79,12,13196314,0,79
FAIR,0,concurrent,Q3,36,62,153,1788178354711,1788178355078,367,208.21,12,13196906,0,79
FAIR,0,concurrent,Q3,36,62,154,1788178354711,1788178355079,368,212.46,12,13197882,0,79
FAIR,0,concurrent,Q3,36,62,156,1788178354712,1788178355087,375,215.13,12,13196956,0,79
FAIR,0,concurrent,Q3,36,62,152,1788178354710,1788178355087,377,217.75,12,13195474,0,79
FAIR,0,concurrent,Q3,36,62,155,1788178354711,1788178355088,377,214.14,12,13196308,0,79
FAIR,0,concurrent,Q6,37,64,158,1788178355106,1788178355110,4,1.47,0,0,553,0
FAIR,0,concurrent,Q12,38,65,159,1788178357626,1788178358316,690,610.97,36,3317556,0,14534997
FAIR,0,concurrent,Q12,39,66,166,1788178357636,1788178357840,204,167.73,0,3825626,0,26922
FAIR,0,concurrent,Q12,39,66,160,1788178357634,1788178358113,479,339.59,36,15304022,0,59807
FAIR,0,concurrent,Q12,39,66,165,1788178357636,1788178358116,480,337.18,36,15304688,0,59166
FAIR,0,concurrent,Q12,39,66,163,1788178357635,1788178358117,482,340.10,36,15305646,0,57595
FAIR,0,concurrent,Q12,39,66,161,1788178357634,1788178358121,487,345.30,36,15303234,0,58962
FAIR,0,concurrent,Q12,39,66,162,1788178357635,1788178358128,493,349.07,36,15304618,0,58647
FAIR,0,concurrent,Q12,39,66,164,1788178357635,1788178358129,494,346.44,36,15304056,0,58481
FAIR,0,concurrent,Q12,40,68,167,1788178358149,1788178358164,15,12.98,0,0,379580,0
FAIR,0,concurrent,Q12,41,70,169,1788178358347,1788178358391,44,37.30,0,0,1090764,154
FAIR,0,concurrent,Q12,41,70,175,1788178358348,1788178358393,45,35.30,0,0,1016185,154
FAIR,0,concurrent,Q12,41,70,179,1788178358348,1788178358394,46,36.31,0,0,1020274,154
FAIR,0,concurrent,Q12,41,70,173,1788178358347,1788178358394,47,37.91,0,0,1014559,154
FAIR,0,concurrent,Q12,41,70,180,1788178358348,1788178358394,46,40.21,0,0,1015360,154
FAIR,0,concurrent,Q12,41,70,178,1788178358348,1788178358394,46,37.59,0,0,1021753,154
FAIR,0,concurrent,Q12,41,70,171,1788178358347,1788178358394,47,40.54,0,0,1090847,154
FAIR,0,concurrent,Q12,41,70,170,1788178358347,1788178358394,47,36.74,0,0,1087458,154
FAIR,0,concurrent,Q12,41,70,168,1788178358347,1788178358401,54,38.50,0,0,1092283,154
FAIR,0,concurrent,Q12,41,70,176,1788178358348,1788178358412,64,32.21,0,0,1018284,154
FAIR,0,concurrent,Q12,41,70,174,1788178358347,1788178358413,66,31.46,0,0,1021566,154
FAIR,0,concurrent,Q12,41,70,177,1788178358348,1788178358415,67,33.91,0,0,1015101,154
FAIR,0,concurrent,Q12,41,70,181,1788178358348,1788178358416,68,36.65,0,0,1015509,154
FAIR,0,concurrent,Q12,41,70,172,1788178358347,1788178358417,70,34.86,0,0,1015054,154
FAIR,0,concurrent,Q12,42,73,182,1788178358448,1788178358455,7,3.13,0,0,2156,0
FAIR,0,concurrent,Q12,43,76,183,1788178358462,1788178358469,7,3.45,0,0,2156,154
FAIR,0,concurrent,Q12,44,80,184,1788178358502,1788178358509,7,2.26,0,0,154,0
FAIR,0,concurrent,Q12,45,81,185,1788178360499,1788178360577,78,46.58,0,1244534,0,0
FAIR,0,concurrent,Q14,46,82,192,1788178360678,1788178360791,113,51.69,0,3269202,0,101
FAIR,0,concurrent,Q14,46,82,190,1788178360677,1788178361054,377,171.21,0,13078244,0,99
FAIR,0,concurrent,Q14,46,82,188,1788178360677,1788178361063,386,177.71,0,13078846,0,99
FAIR,0,concurrent,Q14,46,82,191,1788178360677,1788178361063,386,175.97,0,13078900,0,99
FAIR,0,concurrent,Q14,46,82,187,1788178360676,1788178361064,388,176.26,0,13077410,0,99
FAIR,0,concurrent,Q14,46,82,189,1788178360677,1788178361065,388,184.68,0,13079810,0,99
FAIR,0,concurrent,Q14,46,82,186,1788178360674,1788178361065,391,180.62,0,13078278,0,99
FAIR,0,concurrent,Q14,47,84,193,1788178361089,1788178361094,5,1.69,0,0,695,0
FAIR,0,concurrent,Q18,48,85,194,1788178363356,1788178364696,1340,1035.25,89,14589748,0,30886715
FAIR,0,concurrent,Q18,49,86,195,1788178363365,1788178363511,146,65.83,0,784744,0,0
FAIR,0,concurrent,Q18,50,87,202,1788178363370,1788178363970,600,403.16,56,1669066,0,2548115
FAIR,0,concurrent,Q18,50,87,200,1788178363370,1788178365001,1631,1259.04,114,6677620,0,8197158
FAIR,0,concurrent,Q18,50,87,201,1788178363370,1788178365013,1643,1242.86,114,6678296,0,8202194
FAIR,0,concurrent,Q18,50,87,198,1788178363369,1788178365013,1644,1273.76,114,6678222,0,8201066
FAIR,0,concurrent,Q18,50,87,196,1788178363369,1788178365014,1645,1227.29,114,6677674,0,8204481
FAIR,0,concurrent,Q18,50,87,199,1788178363370,1788178365015,1645,1260.74,114,6679174,0,8197511
FAIR,0,concurrent,Q18,50,87,197,1788178363369,1788178365034,1665,1252.48,114,6676794,0,8204443
FAIR,0,concurrent,Q18,51,88,209,1788178363497,1788178363817,320,168.33,56,1669066,0,2238587
FAIR,0,concurrent,Q18,51,88,208,1788178363377,1788178364327,950,605.78,65,6678296,0,8872181
FAIR,0,concurrent,Q18,51,88,204,1788178363375,1788178364342,967,609.52,65,6676794,0,8874749
FAIR,0,concurrent,Q18,51,88,206,1788178363376,1788178364357,981,606.07,65,6679174,0,8873847
FAIR,0,concurrent,Q18,51,88,205,1788178363376,1788178364389,1013,609.87,72,6678222,0,8873447
FAIR,0,concurrent,Q18,51,88,207,1788178363376,1788178364390,1014,600.50,72,6677620,0,8872119
FAIR,0,concurrent,Q18,51,88,203,1788178363375,1788178364399,1024,611.68,72,6677674,0,8874676
FAIR,0,concurrent,Q18,52,92,219,1788178365114,1788178365770,656,375.09,33,0,11396280,0
FAIR,0,concurrent,Q18,52,92,218,1788178365114,1788178366222,1108,856.50,54,0,11413836,0
FAIR,0,concurrent,Q18,52,92,214,1788178365114,1788178366244,1130,873.04,54,0,11393041,0
FAIR,0,concurrent,Q18,52,92,217,1788178365114,1788178366245,1131,842.42,54,0,11425234,0
FAIR,0,concurrent,Q18,52,92,213,1788178365114,1788178366265,1151,912.49,54,0,11397674,0
FAIR,0,concurrent,Q18,52,92,210,1788178365113,1788178366278,1165,919.68,54,0,11410837,0
FAIR,0,concurrent,Q18,52,92,220,1788178365114,1788178366310,1196,881.80,58,0,11410383,0
FAIR,0,concurrent,Q18,52,92,212,1788178365114,1788178366316,1202,883.57,58,0,11328172,0
FAIR,0,concurrent,Q18,52,92,221,1788178365114,1788178366325,1211,871.49,58,0,11356291,0
FAIR,0,concurrent,Q18,52,92,216,1788178365114,1788178366349,1235,869.83,58,0,11338468,0
FAIR,0,concurrent,Q18,52,92,222,1788178365115,1788178366379,1264,875.16,58,0,11430722,0
FAIR,0,concurrent,Q18,52,92,211,1788178365113,1788178366383,1270,895.11,58,0,11440429,0
FAIR,0,concurrent,Q18,52,92,215,1788178365114,1788178366401,1287,889.47,58,0,11347331,0
FAIR,0,concurrent,Q18,52,92,224,1788178365115,1788178366422,1307,862.54,58,0,11412119,0
FAIR,0,concurrent,Q18,52,92,223,1788178365115,1788178366520,1405,840.05,58,0,11431888,0
FAIR,0,concurrent,Q18,52,92,225,1788178365767,1788178366613,846,752.97,28,0,11354353,0
FAIR,0,concurrent,Q18,52,92,226,1788178366220,1788178366629,409,371.07,7,0,7589199,0
FAIR,1,concurrent,compaction,53,93,227,1788178400139,1788178419932,19793,15828.52,575,175454639,0,0
FAIR,1,concurrent,Q1,54,94,234,1788178402113,1788178402870,757,625.07,59,2744914,0,845
FAIR,1,concurrent,Q1,54,94,232,1788178402112,1788178404627,2515,2219.03,154,10981092,0,819
FAIR,1,concurrent,Q1,54,94,230,1788178402112,1788178404667,2555,2257.13,157,10981694,0,840
FAIR,1,concurrent,Q1,54,94,229,1788178402112,1788178404671,2559,2261.85,157,10980258,0,840
FAIR,1,concurrent,Q1,54,94,231,1788178402112,1788178404683,2571,2278.45,157,10982658,0,844
FAIR,1,concurrent,Q1,54,94,228,1788178402111,1788178404703,2592,2291.75,157,10981126,0,841
FAIR,1,concurrent,Q1,54,94,233,1788178402113,1788178404703,2590,2291.05,157,10981748,0,840
FAIR,1,concurrent,Q1,55,96,235,1788178404732,1788178404739,7,3.74,0,0,5869,0
FAIR,1,concurrent,Q1,56,98,236,1788178404745,1788178404753,8,3.81,0,0,5869,844
FAIR,1,concurrent,Q1,57,101,237,1788178404770,1788178404774,4,1.50,0,0,844,0
FAIR,1,concurrent,Q1,58,102,244,1788178406409,1788178406602,193,141.02,22,3269202,0,1965203
FAIR,1,concurrent,Q1,58,102,238,1788178406407,1788178406975,568,426.29,49,13078278,0,7750473
FAIR,1,concurrent,Q1,58,102,242,1788178406409,1788178406977,568,425.82,49,13078244,0,7738877
FAIR,1,concurrent,Q1,58,102,240,1788178406408,1788178406986,578,431.19,49,13078846,0,7738331
FAIR,1,concurrent,Q1,58,102,241,1788178406408,1788178406991,583,428.90,49,13079810,0,7735803
FAIR,1,concurrent,Q1,58,102,243,1788178406409,1788178406993,584,431.90,49,13078900,0,7743364
FAIR,1,concurrent,Q1,58,102,239,1788178406408,1788178406993,585,437.62,49,13077410,0,7743802
FAIR,1,concurrent,Q1,59,103,245,1788178406413,1788178406489,76,31.05,22,1484824,0,0
FAIR,1,concurrent,Q1,60,104,246,1788178406530,1788178406914,384,306.90,27,11640628,0,1604055
FAIR,1,concurrent,Q3,61,106,247,1788178406937,1788178406980,43,31.33,0,0,1604055,0
FAIR,1,concurrent,Q3,62,108,260,1788178407081,1788178407148,67,56.80,0,0,2929089,0
FAIR,1,concurrent,Q3,62,108,257,1788178407080,1788178407153,73,56.79,0,0,2895551,0
FAIR,1,concurrent,Q3,62,108,254,1788178407080,1788178407154,74,60.96,0,0,2886189,0
FAIR,1,concurrent,Q3,62,108,248,1788178407079,1788178407155,76,56.71,0,0,2898550,0
FAIR,1,concurrent,Q3,62,108,251,1788178407080,1788178407155,75,58.02,0,0,2887662,0
FAIR,1,concurrent,Q3,62,108,252,1788178407080,1788178407155,75,58.03,0,0,2898701,0
FAIR,1,concurrent,Q3,62,108,262,1788178407081,1788178407155,74,56.91,0,0,2925625,0
FAIR,1,concurrent,Q3,62,108,250,1788178407080,1788178407158,78,56.44,0,0,2899714,0
FAIR,1,concurrent,Q3,62,108,259,1788178407081,1788178407161,80,57.79,0,0,2888143,0
FAIR,1,concurrent,Q3,62,108,249,1788178407079,1788178407169,90,59.83,0,0,2919240,0
FAIR,1,concurrent,Q3,62,108,261,1788178407081,1788178407177,96,59.18,0,0,2941007,0
FAIR,1,concurrent,Q3,62,108,253,1788178407080,1788178407177,97,63.54,0,0,2895639,0
FAIR,1,concurrent,Q3,62,108,256,1788178407080,1788178407194,114,47.96,0,0,2908811,0
FAIR,1,concurrent,Q3,62,108,255,1788178407080,1788178407195,115,56.15,0,0,2910947,0
FAIR,1,concurrent,Q3,62,108,264,1788178407149,1788178407197,48,38.10,0,0,1923841,0
FAIR,1,concurrent,Q3,62,108,258,1788178407081,1788178407204,123,57.21,0,0,2909695,0
FAIR,1,concurrent,Q3,62,108,263,1788178407146,1788178407209,63,54.59,0,0,2897449,0
FAIR,1,concurrent,Q3,63,109,271,1788178409126,1788178409213,87,52.31,0,3298702,0,79
FAIR,1,concurrent,Q3,63,109,270,1788178409126,1788178409382,256,158.99,7,13196956,0,79
FAIR,1,concurrent,Q3,63,109,265,1788178409124,1788178409383,259,161.43,7,13196314,0,79
FAIR,1,concurrent,Q3,63,109,268,1788178409126,1788178409383,257,164.60,7,13197882,0,79
FAIR,1,concurrent,Q3,63,109,266,1788178409125,1788178409387,262,168.23,7,13195474,0,79
FAIR,1,concurrent,Q3,63,109,267,1788178409125,1788178409389,264,164.85,7,13196906,0,79
FAIR,1,concurrent,Q3,63,109,269,1788178409126,1788178409397,271,182.50,7,13196308,0,79
FAIR,1,concurrent,Q6,64,111,272,1788178409411,1788178409413,2,0.87,0,0,553,0
FAIR,1,concurrent,Q6,65,112,273,1788178411056,1788178411656,600,511.29,52,3317556,0,14534997
