run_id,statement_id,status,start_time,end_time
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:19:17.606881Z,2026-08-27T15:19:18.369329Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:19:18.369479Z,2026-08-27T15:19:18.912401Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:19:18.912544Z,2026-08-27T15:19:21.882100Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:19:21.912246Z,2026-08-27T15:19:27.218050Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:19:27.218153Z,2026-08-27T15:19:28.198244Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:19:28.198361Z,2026-08-27T15:19:28.500636Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:19:28.500781Z,2026-08-27T15:19:29.121406Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:19:29.121543Z,2026-08-27T15:19:29.579096Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:19:29.579288Z,2026-08-27T15:19:32.894100Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:19:32.923433Z,2026-08-27T15:19:39.649160Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:19:39.649290Z,2026-08-27T15:19:40.833243Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:19:40.833452Z,2026-08-27T15:19:41.232520Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:19:41.232635Z,2026-08-27T15:19:41.911807Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:19:41.911964Z,2026-08-27T15:19:42.427413Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:19:42.427541Z,2026-08-27T15:19:45.018810Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:19:45.044076Z,2026-08-27T15:19:50.689130Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:19:50.689258Z,2026-08-27T15:19:51.715492Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:19:51.715618Z,2026-08-27T15:19:52.019940Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:19:52.020097Z,2026-08-27T15:19:52.623216Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:19:52.623328Z,2026-08-27T15:19:53.053676Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:19:53.053766Z,2026-08-27T15:19:56.349084Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:19:56.402734Z,2026-08-27T15:20:03.002406Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:20:03.002559Z,2026-08-27T15:20:04.147227Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:20:04.147375Z,2026-08-27T15:20:04.525797Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:20:04.525937Z,2026-08-27T15:20:05.180963Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:20:05.181086Z,2026-08-27T15:20:05.665154Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:20:05.665280Z,2026-08-27T15:20:08.123941Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:20:08.156021Z,2026-08-27T15:20:10.816013Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:20:10.816119Z,2026-08-27T15:20:11.506115Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:20:11.506223Z,2026-08-27T15:20:11.796015Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:20:11.796161Z,2026-08-27T15:20:12.451061Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:20:12.451180Z,2026-08-27T15:20:12.901137Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:20:12.901253Z,2026-08-27T15:20:15.757129Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:20:15.797026Z,2026-08-27T15:20:21.150845Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:20:21.151001Z,2026-08-27T15:20:22.095456Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:20:22.095579Z,2026-08-27T15:20:22.392356Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:20:22.392469Z,2026-08-27T15:20:22.961114Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:20:22.961230Z,2026-08-27T15:20:23.421441Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:20:23.421546Z,2026-08-27T15:20:26.625280Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:20:26.655378Z,2026-08-27T15:20:29.323674Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:20:29.323791Z,2026-08-27T15:20:29.977638Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:20:29.977763Z,2026-08-27T15:20:30.271740Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:20:30.271866Z,2026-08-27T15:20:30.957810Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:20:30.957950Z,2026-08-27T15:20:31.378131Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:20:31.378235Z,2026-08-27T15:20:34.161860Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:20:34.193137Z,2026-08-27T15:20:40.910272Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:20:40.910417Z,2026-08-27T15:20:42.107720Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:20:42.107818Z,2026-08-27T15:20:42.488956Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:20:42.489067Z,2026-08-27T15:20:43.131112Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:20:43.131226Z,2026-08-27T15:20:43.620603Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:20:43.620699Z,2026-08-27T15:20:46.099615Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:20:46.128085Z,2026-08-27T15:20:52.743837Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:20:52.743988Z,2026-08-27T15:20:53.895530Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:20:53.895671Z,2026-08-27T15:20:54.282593Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:20:54.282683Z,2026-08-27T15:20:54.921226Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:20:54.921342Z,2026-08-27T15:20:55.400636Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:20:55.400736Z,2026-08-27T15:20:57.827778Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:20:57.856603Z,2026-08-27T15:21:00.485007Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:21:00.485161Z,2026-08-27T15:21:01.169305Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:21:01.169444Z,2026-08-27T15:21:01.482702Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:21:01.482802Z,2026-08-27T15:21:02.110736Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:21:02.110925Z,2026-08-27T15:21:02.543355Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:21:02.543467Z,2026-08-27T15:21:05.336686Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:21:05.367157Z,2026-08-27T15:21:10.608300Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:21:10.608402Z,2026-08-27T15:21:11.574841Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:21:11.574985Z,2026-08-27T15:21:11.873278Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:21:11.873374Z,2026-08-27T15:21:12.439507Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:21:12.439617Z,2026-08-27T15:21:12.847069Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:21:12.847206Z,2026-08-27T15:21:16.093349Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:21:16.122383Z,2026-08-27T15:21:22.733525Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:21:22.733667Z,2026-08-27T15:21:23.836743Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:21:23.836856Z,2026-08-27T15:21:24.240465Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:21:24.240580Z,2026-08-27T15:21:24.890898Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:21:24.891003Z,2026-08-27T15:21:25.373554Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:21:25.373661Z,2026-08-27T15:21:27.775224Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:21:27.807878Z,2026-08-27T15:21:33.197054Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:21:33.197195Z,2026-08-27T15:21:34.171151Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:21:34.171263Z,2026-08-27T15:21:34.475297Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:21:34.475404Z,2026-08-27T15:21:35.042980Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:21:35.043085Z,2026-08-27T15:21:35.488501Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:21:35.488599Z,2026-08-27T15:21:38.690985Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:21:38.719541Z,2026-08-27T15:21:41.378538Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:21:41.378642Z,2026-08-27T15:21:42.057486Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:21:42.057591Z,2026-08-27T15:21:42.347171Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:21:42.347287Z,2026-08-27T15:21:42.976948Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:21:42.977057Z,2026-08-27T15:21:43.428323Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:21:43.428437Z,2026-08-27T15:21:46.196464Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:21:46.230139Z,2026-08-27T15:21:48.940194Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:21:48.940304Z,2026-08-27T15:21:49.618995Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:21:49.619078Z,2026-08-27T15:21:49.901208Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:21:49.901311Z,2026-08-27T15:21:50.543558Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:21:50.543679Z,2026-08-27T15:21:50.967762Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:21:50.967858Z,2026-08-27T15:21:53.847611Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:21:53.877716Z,2026-08-27T15:22:00.552218Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:22:00.552363Z,2026-08-27T15:22:01.675545Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:22:01.675656Z,2026-08-27T15:22:02.060530Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:22:02.060656Z,2026-08-27T15:22:02.690082Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:22:02.690189Z,2026-08-27T15:22:03.167694Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:22:03.167807Z,2026-08-27T15:22:05.614751Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:22:05.648381Z,2026-08-27T15:22:11.029061Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:22:11.029172Z,2026-08-27T15:22:11.959857Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:22:11.959992Z,2026-08-27T15:22:12.257363Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:22:12.257494Z,2026-08-27T15:22:12.823754Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:22:12.823860Z,2026-08-27T15:22:13.257779Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:22:13.257949Z,2026-08-27T15:22:16.518466Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:22:16.547866Z,2026-08-27T15:22:19.200817Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:22:19.200910Z,2026-08-27T15:22:19.859470Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:22:19.859587Z,2026-08-27T15:22:20.168428Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:22:20.168553Z,2026-08-27T15:22:20.920214Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:22:20.920317Z,2026-08-27T15:22:21.352985Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:22:21.353093Z,2026-08-27T15:22:24.017686Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:22:24.048071Z,2026-08-27T15:22:29.285857Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:22:29.285987Z,2026-08-27T15:22:30.293267Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:22:30.293367Z,2026-08-27T15:22:30.587188Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:22:30.587291Z,2026-08-27T15:22:31.165545Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:22:31.165651Z,2026-08-27T15:22:31.582865Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:22:31.582982Z,2026-08-27T15:22:34.822930Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:22:34.857899Z,2026-08-27T15:22:41.411653Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:22:41.411749Z,2026-08-27T15:22:42.533046Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:22:42.533147Z,2026-08-27T15:22:42.914167Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:22:42.914275Z,2026-08-27T15:22:43.555574Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:22:43.555673Z,2026-08-27T15:22:44.039983Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:22:44.040078Z,2026-08-27T15:22:46.489150Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:22:46.520005Z,2026-08-27T15:22:51.829715Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:22:51.829830Z,2026-08-27T15:22:52.868167Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:22:52.868275Z,2026-08-27T15:22:53.160300Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:22:53.160419Z,2026-08-27T15:22:53.726414Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:22:53.726533Z,2026-08-27T15:22:54.161873Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:22:54.162008Z,2026-08-27T15:22:57.371320Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:22:57.403344Z,2026-08-27T15:23:03.947902Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:23:03.948023Z,2026-08-27T15:23:05.081176Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:23:05.081312Z,2026-08-27T15:23:05.467538Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:23:05.467633Z,2026-08-27T15:23:06.135288Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:23:06.135391Z,2026-08-27T15:23:06.611363Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:23:06.611505Z,2026-08-27T15:23:09.033090Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:23:09.059499Z,2026-08-27T15:23:11.697120Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:23:11.697212Z,2026-08-27T15:23:12.378634Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:23:12.378734Z,2026-08-27T15:23:12.657205Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:23:12.657328Z,2026-08-27T15:23:13.307444Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:23:13.307566Z,2026-08-27T15:23:13.714167Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:23:13.714266Z,2026-08-27T15:23:16.517163Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:23:16.547705Z,2026-08-27T15:23:21.909348Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:23:21.909433Z,2026-08-27T15:23:22.870668Z
